year;age;sex;maritl;race;education;jobclass;health;health_ins;logwage;wage
2009;49;Male;Divorced;White; HS Grad; Industrial;Regular o Mala; Yes;4.6;99.69
2006;33;Male;Married;White; College Grad; Information;Muy Buena o Excelente; Yes;4.91;136.16
2006;31;Male;Married;White;  < HS Grad; Industrial;Regular o Mala; No;4.4;81.28
2005;35;Male;Never Married;Asian; HS Grad; Industrial;Muy Buena o Excelente; Yes;4.23;68.51
2003;55;Male;Married;White; HS Grad; Industrial;Muy Buena o Excelente; Yes;4.4;81.28
2008;36;Male;Married;White; HS Grad; Industrial;Muy Buena o Excelente; Yes;4.74;114.48
2003;37;Male;Married;White; HS Grad; Industrial;Muy Buena o Excelente; No;4.77;118.02
2006;33;Male;Married;White; HS Grad; Industrial;Muy Buena o Excelente; Yes;4.6;99.69
2006;48;Male;Married;White; HS Grad; Industrial;Regular o Mala; Yes;4.78;118.88
2004;47;Male;Married;Asian; Some College; Industrial;Muy Buena o Excelente; Yes;4.78;118.88
2003;60;Male;Married;White; Some College; Information;Regular o Mala; Yes;4.81;123.09
2004;28;Male;Never Married;White; College Grad; Information;Regular o Mala; Yes;4.7;109.83
2005;28;Male;Married;White; Some College; Information;Muy Buena o Excelente; Yes;4.63;102.87
2005;48;Male;Married;White; College Grad; Information;Muy Buena o Excelente; Yes;5.1;163.52
2009;29;Male;Married;White; Advanced Degree; Information;Muy Buena o Excelente; No;4.76;117.15
2004;40;Male;Never Married;White; HS Grad; Industrial;Regular o Mala; Yes;4.53;92.3
2009;32;Male;Never Married;White; Advanced Degree; Information;Muy Buena o Excelente; Yes;4.61;100.01
2004;33;Male;Divorced;White; HS Grad; Information;Muy Buena o Excelente; No;4.01;55.07
2003;40;Male;Divorced;White; HS Grad; Industrial;Muy Buena o Excelente; Yes;4.62;101.82
2004;42;Male;Married;White; Some College; Industrial;Muy Buena o Excelente; Yes;500;148.41
2003;36;Male;Married;White; HS Grad; Industrial;Muy Buena o Excelente; No;4.75;115.38
2004;39;Male;Married;Black;  < HS Grad; Industrial;Regular o Mala; No;4.3;73.78
2009;43;Male;Married;White; HS Grad; Industrial;Muy Buena o Excelente; No;4.86;129.45
2008;44;Male;Married;White;  < HS Grad; Industrial;Muy Buena o Excelente; Yes;4.57;96.37
2006;29;Male;Married;Asian; Advanced Degree; Information;Muy Buena o Excelente; Yes;4.48;87.98
2007;49;Male;Married;Black; Some College; Information;Muy Buena o Excelente; Yes;4.65;104.92
2007;47;Male;Married;Black; Some College; Information;Muy Buena o Excelente; Yes;4.88;130.98
2004;46;Male;Married;Asian; Advanced Degree; Information;Muy Buena o Excelente; Yes;5.25;190.55
2006;41;Male;Divorced;White;  < HS Grad; Industrial;Muy Buena o Excelente; Yes;4.77;118.02
2008;52;Male;Married;White; HS Grad; Information;Regular o Mala; No;4.38;79.85
2003;43;Male;Divorced;White; HS Grad; Information;Muy Buena o Excelente; Yes;4.28;72.48
2004;38;Male;Married;White; Advanced Degree; Information;Muy Buena o Excelente; Yes;500;148.41
2003;42;Male;Married;White; Some College; Information;Muy Buena o Excelente; Yes;4.31;74.44
2005;56;Male;Married;Black; College Grad; Industrial;Muy Buena o Excelente; No;4.78;118.88
2003;39;Male;Married;White; HS Grad; Industrial;Muy Buena o Excelente; Yes;4.86;128.68
2005;29;Male;Married;Black; Some College; Information;Muy Buena o Excelente; Yes;4.48;87.98
2004;33;Male;Married;White; HS Grad; Industrial;Muy Buena o Excelente; No;4.65;104.92
2004;41;Male;Married;White; HS Grad; Information;Muy Buena o Excelente; No;4.53;92.9
2004;44;Male;Never Married;Black;  < HS Grad; Information;Regular o Mala; Yes;4.26;70.48
2004;58;Male;Married;White; HS Grad; Information;Muy Buena o Excelente; Yes;4.63;102.87
2005;29;Male;Married;White; Some College; Industrial;Muy Buena o Excelente; Yes;4.63;102.87
2004;42;Male;Divorced;White; HS Grad; Industrial;Muy Buena o Excelente; No;4.18;65.11
2008;68;Male;Married;White; HS Grad; Industrial;Muy Buena o Excelente; Yes;4.7;109.83
2005;47;Male;Married;White; Advanced Degree; Information;Regular o Mala; Yes;4.85;127.12
2005;30;Male;Married;Black; College Grad; Information;Muy Buena o Excelente; No;4.54;94.07
2005;39;Male;Married;White;  < HS Grad; Information;Muy Buena o Excelente; No;4.22;67.86
2008;42;Male;Married;White; College Grad; Industrial;Muy Buena o Excelente; Yes;4.83;125.53
2006;49;Male;Married;White; Some College; Industrial;Muy Buena o Excelente; Yes;5.11;165.21
2009;36;Male;Never Married;White; HS Grad; Industrial;Regular o Mala; Yes;4.4;81.28
2003;44;Male;Married;Asian; HS Grad; Information;Regular o Mala; Yes;4.72;112.65
2009;54;Male;Married;White; HS Grad; Information;Muy Buena o Excelente; Yes;4.34;76.89
2003;42;Male;Married;White; HS Grad; Industrial;Regular o Mala; Yes;4.32;75.04
2003;39;Male;Married;White; College Grad; Industrial;Muy Buena o Excelente; Yes;4.86;128.68
2008;30;Male;Married;Asian; HS Grad; Information;Muy Buena o Excelente; No;4.08;59.1
2004;33;Male;Never Married;Black; HS Grad; Information;Muy Buena o Excelente; No;4.16;63.77
2003;28;Male;Married;White; HS Grad; Information;Muy Buena o Excelente; Yes;4.43;84.05
2003;38;Male;Married;White; HS Grad; Industrial;Muy Buena o Excelente; Yes;4.54;93.94
2005;30;Male;Married;Other; Some College; Industrial;Muy Buena o Excelente; Yes;4.41;82.68
2008;25;Male;Never Married;White; Advanced Degree; Industrial;Muy Buena o Excelente; Yes;4.78;118.88
2007;52;Male;Married;Black; HS Grad; Information;Muy Buena o Excelente; Yes;4.4;81.28
2007;26;Male;Married;White; HS Grad; Industrial;Regular o Mala; No;4.2;66.96
2009;54;Male;Married;White; College Grad; Industrial;Muy Buena o Excelente; Yes;5.11;166.32
2005;62;Male;Married;White; College Grad; Information;Muy Buena o Excelente; No;4.6;99.69
2009;57;Male;Married;Asian; Advanced Degree; Information;Regular o Mala; Yes;4.95;141.78
2003;32;Male;Married;White; College Grad; Industrial;Muy Buena o Excelente; Yes;4.96;143.13
2003;60;Male;Married;White; HS Grad; Industrial;Muy Buena o Excelente; Yes;3.56;35.03
2004;40;Male;Married;White; College Grad; Information;Muy Buena o Excelente; Yes;4.7;109.83
2005;49;Male;Married;White; HS Grad; Industrial;Muy Buena o Excelente; No;4.71;111.01
2006;54;Male;Married;White; College Grad; Industrial;Muy Buena o Excelente; Yes;4.89;132.49
2009;48;Male;Never Married;White; Advanced Degree; Information;Muy Buena o Excelente; Yes;500;148.41
2009;35;Male;Never Married;White;  < HS Grad; Industrial;Muy Buena o Excelente; Yes;4.3;73.78
2009;46;Male;Divorced;White; HS Grad; Information;Regular o Mala; Yes;4.97;143.7
2007;42;Male;Married;White; HS Grad; Industrial;Muy Buena o Excelente; Yes;4.6;99.69
2008;27;Male;Never Married;White; HS Grad; Industrial;Muy Buena o Excelente; Yes;4.45;85.39
2008;55;Male;Married;White;  < HS Grad; Industrial;Muy Buena o Excelente; Yes;4.7;109.83
2004;50;Male;Married;White; HS Grad; Industrial;Muy Buena o Excelente; No;4.11;61.05
2006;55;Male;Divorced;White; HS Grad; Industrial;Regular o Mala; Yes;4.78;118.88
2006;40;Male;Married;White; Some College; Industrial;Muy Buena o Excelente; Yes;4.98;145.81
2005;32;Male;Married;White; HS Grad; Information;Regular o Mala; No;4.72;112.65
2006;27;Male;Married;White; HS Grad; Industrial;Regular o Mala; Yes;4.67;106.92
2007;49;Male;Married;White; Some College; Information;Muy Buena o Excelente; Yes;4.67;106.92
2007;50;Male;Married;White; College Grad; Information;Regular o Mala; Yes;4.85;127.12
2006;50;Male;Married;White;  < HS Grad; Industrial;Regular o Mala; Yes;4.48;87.98
2008;44;Male;Married;White; Advanced Degree; Information;Muy Buena o Excelente; Yes;4.97;144.48
2007;57;Male;Married;Asian; Advanced Degree; Information;Regular o Mala; Yes;5.08;160.41
2008;72;Male;Married;Black; Advanced Degree; Industrial;Regular o Mala; No;4.48;87.98
2006;23;Male;Never Married;White;  < HS Grad; Industrial;Regular o Mala; No;4.18;65.11
2007;31;Male;Never Married;White; Advanced Degree; Information;Muy Buena o Excelente; Yes;5.18;176.99
2008;36;Male;Married;White; HS Grad; Information;Muy Buena o Excelente; No;400;54.6
2009;63;Male;Married;Black; Some College; Industrial;Muy Buena o Excelente; Yes;4.7;109.83
2006;48;Male;Married;White;  < HS Grad; Industrial;Regular o Mala; No;4.4;81.7
2005;46;Male;Married;White; College Grad; Industrial;Muy Buena o Excelente; No;4.74;114.48
2003;55;Male;Married;White; College Grad; Industrial;Muy Buena o Excelente; Yes;4.96;142.63
2007;44;Male;Married;White; Advanced Degree; Information;Muy Buena o Excelente; Yes;5.08;160.64
2006;44;Male;Married;White; Some College; Industrial;Muy Buena o Excelente; Yes;4.54;94.07
2004;32;Male;Married;Other;  < HS Grad; Industrial;Regular o Mala; No;400;54.6
2003;60;Male;Married;White;  < HS Grad; Industrial;Muy Buena o Excelente; Yes;4.3;73.78
2004;42;Male;Married;White; Advanced Degree; Information;Muy Buena o Excelente; Yes;5.08;160.64
2009;48;Male;Married;Black; Advanced Degree; Information;Muy Buena o Excelente; Yes;500;148.41
2008;36;Male;Married;White;  < HS Grad; Industrial;Muy Buena o Excelente; No;4.48;87.98
2009;31;Male;Married;White; HS Grad; Industrial;Regular o Mala; Yes;4.62;101.82
2006;54;Male;Married;White; HS Grad; Information;Muy Buena o Excelente; Yes;4.72;111.72
2007;29;Male;Married;White; Some College; Industrial;Muy Buena o Excelente; Yes;4.67;106.92
2003;46;Male;Divorced;White; Some College; Industrial;Muy Buena o Excelente; No;4.84;126.32
2003;35;Male;Divorced;White; HS Grad; Industrial;Muy Buena o Excelente; No;4.7;109.83
2009;50;Male;Married;White;  < HS Grad; Information;Regular o Mala; Yes;4.53;92.9
2005;25;Male;Married;White; Some College; Industrial;Muy Buena o Excelente; Yes;400;54.6
2005;33;Male;Never Married;White; Some College; Information;Regular o Mala; No;4.57;96.37
2008;34;Male;Married;White; HS Grad; Industrial;Muy Buena o Excelente; Yes;4.74;114.48
2006;51;Male;Married;Black; HS Grad; Industrial;Regular o Mala; Yes;4.54;94.07
2004;33;Male;Married;White; HS Grad; Industrial;Muy Buena o Excelente; Yes;4.56;95.23
2006;62;Male;Separated;Black;  < HS Grad; Industrial;Muy Buena o Excelente; Yes;4.4;81.28
2005;28;Male;Separated;White; HS Grad; Industrial;Muy Buena o Excelente; Yes;4.54;94.07
2008;40;Male;Married;White; Some College; Information;Regular o Mala; Yes;4.48;87.98
2003;52;Male;Married;White; Advanced Degree; Industrial;Muy Buena o Excelente; Yes;4.93;138.3
2007;29;Male;Married;White; HS Grad; Industrial;Muy Buena o Excelente; No;4.49;89.49
2007;34;Male;Married;White;  < HS Grad; Industrial;Muy Buena o Excelente; Yes;4.53;92.9
2004;25;Male;Never Married;White; HS Grad; Industrial;Muy Buena o Excelente; No;400;54.6
2005;66;Male;Married;White; College Grad; Industrial;Muy Buena o Excelente; Yes;4.54;94.07
2005;43;Male;Married;White; HS Grad; Information;Regular o Mala; Yes;4.23;68.75
2007;45;Male;Married;Black; HS Grad; Information;Muy Buena o Excelente; No;4.53;92.9
2006;35;Male;Married;White; Advanced Degree; Information;Muy Buena o Excelente; Yes;4.74;114.48
2005;43;Male;Married;White; HS Grad; Information;Muy Buena o Excelente; Yes;4.7;109.83
2007;49;Male;Married;White; College Grad; Information;Muy Buena o Excelente; Yes;4.7;109.83
2004;60;Male;Never Married;Black;  < HS Grad; Information;Regular o Mala; Yes;4.34;77.05
2003;46;Male;Married;White; HS Grad; Information;Muy Buena o Excelente; No;4.54;94.07
2009;55;Male;Married;White; HS Grad; Industrial;Muy Buena o Excelente; Yes;4.62;101.82
2006;32;Male;Married;White; Some College; Industrial;Muy Buena o Excelente; Yes;4.78;118.88
2007;53;Male;Married;White; HS Grad; Industrial;Muy Buena o Excelente; No;4.89;133.23
2009;57;Male;Married;White; College Grad; Information;Muy Buena o Excelente; Yes;5.06;157.1
2004;59;Male;Married;White; Advanced Degree; Information;Muy Buena o Excelente; Yes;5.2;182.02
2006;45;Male;Married;White; Some College; Information;Regular o Mala; Yes;4.78;119.1
2006;56;Male;Never Married;White; HS Grad; Industrial;Regular o Mala; Yes;4.27;71.69
2005;30;Male;Married;White; HS Grad; Industrial;Muy Buena o Excelente; Yes;4.45;85.38
2006;21;Male;Never Married;White; HS Grad; Industrial;Muy Buena o Excelente; No;4.28;72.15
2003;60;Male;Married;White; College Grad; Industrial;Muy Buena o Excelente; Yes;4.93;138.3
2007;60;Male;Married;White; HS Grad; Information;Muy Buena o Excelente; Yes;4.62;101.82
2007;48;Male;Divorced;White;  < HS Grad; Industrial;Muy Buena o Excelente; Yes;4.7;109.83
2003;39;Male;Divorced;White; College Grad; Information;Muy Buena o Excelente; No;4.48;87.98
2009;32;Male;Never Married;White; Some College; Information;Muy Buena o Excelente; Yes;4.75;115.38
2007;51;Male;Married;Black; Advanced Degree; Information;Muy Buena o Excelente; Yes;5.26;191.57
2006;47;Male;Married;White; College Grad; Industrial;Muy Buena o Excelente; No;4.46;86.7
2007;44;Male;Married;White; HS Grad; Information;Regular o Mala; Yes;4.33;75.85
2008;46;Male;Married;White; HS Grad; Industrial;Muy Buena o Excelente; Yes;5.11;166.32
2004;28;Male;Never Married;White; College Grad; Industrial;Muy Buena o Excelente; Yes;4.04;56.91
2003;24;Male;Never Married;White; College Grad; Information;Muy Buena o Excelente; No;4.6;99.69
2006;37;Male;Married;White; HS Grad; Industrial;Muy Buena o Excelente; No;4.53;92.9
2006;31;Male;Married;White; HS Grad; Industrial;Muy Buena o Excelente; Yes;4.6;99.69
2004;72;Male;Married;White; HS Grad; Information;Regular o Mala; Yes;4.53;92.9
2008;50;Male;Married;White; Some College; Industrial;Regular o Mala; Yes;4.62;101.82
2007;36;Male;Married;White; Some College; Industrial;Muy Buena o Excelente; Yes;4.98;145.14
2006;27;Male;Never Married;Black; HS Grad; Industrial;Muy Buena o Excelente; Yes;4.34;76.89
2009;27;Male;Married;White; Some College; Industrial;Muy Buena o Excelente; Yes;4.51;90.48
2004;41;Male;Married;White; College Grad; Industrial;Muy Buena o Excelente; No;4.85;127.12
2008;20;Male;Never Married;White; Some College; Information;Muy Buena o Excelente; No;4.41;82.68
2008;49;Male;Married;Black; HS Grad; Industrial;Muy Buena o Excelente; Yes;4.6;99.69
2007;25;Male;Never Married;White; HS Grad; Industrial;Muy Buena o Excelente; Yes;4.16;64.16
2006;41;Male;Married;Asian;  < HS Grad; Industrial;Regular o Mala; Yes;4.49;89.49
2009;53;Male;Never Married;White; HS Grad; Industrial;Regular o Mala; Yes;4.48;87.98
2009;45;Male;Married;White; College Grad; Industrial;Regular o Mala; No;4.85;127.12
2003;32;Male;Married;White;  < HS Grad; Industrial;Muy Buena o Excelente; No;4.2;66.96
2005;47;Male;Married;White; Some College; Information;Muy Buena o Excelente; Yes;500;148.41
2003;26;Male;Married;White; HS Grad; Industrial;Muy Buena o Excelente; Yes;4.81;123.09
2009;31;Male;Married;Black; Some College; Information;Muy Buena o Excelente; Yes;4.89;133.23
2007;32;Male;Married;Asian; Advanced Degree; Information;Muy Buena o Excelente; Yes;4.78;118.88
2006;50;Male;Divorced;White; Advanced Degree; Information;Muy Buena o Excelente; Yes;4.79;120.17
2007;46;Male;Married;White; HS Grad; Industrial;Muy Buena o Excelente; Yes;4.75;115.38
2006;47;Male;Married;White; Advanced Degree; Information;Muy Buena o Excelente; Yes;4.72;112.65
2005;55;Male;Married;White; Some College; Industrial;Regular o Mala; Yes;4.78;118.88
2005;49;Male;Married;White; College Grad; Industrial;Muy Buena o Excelente; Yes;500;148.41
2004;25;Male;Married;White; HS Grad; Industrial;Muy Buena o Excelente; Yes;4.11;61.19
2008;60;Male;Married;White; HS Grad; Information;Muy Buena o Excelente; No;4.56;95.69
2008;62;Male;Married;White; HS Grad; Industrial;Muy Buena o Excelente; Yes;4.49;89.24
2003;63;Male;Separated;Black; HS Grad; Information;Muy Buena o Excelente; Yes;4.85;127.9
2004;31;Male;Never Married;White; Advanced Degree; Information;Muy Buena o Excelente; Yes;4.86;128.68
2006;29;Male;Married;White; College Grad; Industrial;Muy Buena o Excelente; Yes;4.7;109.83
2008;51;Male;Married;White; HS Grad; Industrial;Muy Buena o Excelente; Yes;4.74;114.48
2007;28;Male;Married;Asian; HS Grad; Industrial;Muy Buena o Excelente; No;4.33;76.13
2005;36;Male;Never Married;White; Some College; Information;Regular o Mala; Yes;4.81;123.09
2007;28;Male;Never Married;White; Some College; Information;Muy Buena o Excelente; Yes;4.6;99.69
2004;38;Male;Married;White; College Grad; Information;Muy Buena o Excelente; Yes;4.63;102.87
2008;35;Male;Married;White; Some College; Industrial;Muy Buena o Excelente; Yes;4.57;96.37
2005;46;Male;Divorced;White; Some College; Industrial;Muy Buena o Excelente; Yes;4.76;117.15
2007;37;Male;Married;White; Some College; Information;Muy Buena o Excelente; No;4.51;90.48
2005;41;Male;Divorced;Black; Some College; Information;Muy Buena o Excelente; Yes;4.65;104.92
2006;59;Male;Married;Black; Some College; Industrial;Regular o Mala; No;4.3;73.78
2006;51;Male;Married;White; Some College; Industrial;Regular o Mala; No;4.68;107.9
2006;26;Male;Never Married;Black; HS Grad; Industrial;Muy Buena o Excelente; Yes;4.6;99.69
2003;34;Male;Married;Black; Some College; Industrial;Muy Buena o Excelente; Yes;4.1;60.15
2004;32;Male;Married;White; HS Grad; Information;Muy Buena o Excelente; Yes;4.81;123.09
2007;23;Male;Never Married;White; Some College; Industrial;Muy Buena o Excelente; Yes;4.4;81.28
2004;50;Male;Married;White; HS Grad; Information;Muy Buena o Excelente; Yes;4.96;143.13
2009;25;Male;Never Married;White;  < HS Grad; Industrial;Muy Buena o Excelente; Yes;4.24;69.1
2004;43;Male;Married;White; HS Grad; Industrial;Muy Buena o Excelente; Yes;4.37;78.98
